Title	Description	Label	Type	Link	Comment
A strategic measurement framework to monitor and evaluate circularity performance in organizations from a transition perspective	Proposes a framework for measuring circularity performance at the level of a single organization. It combines general morphological analysis with two multicriteria decision-making methods, then computes composite circularity indicators and one overall Circularity Performance Index. The intended users are organizations that set their own circularity targets.	FAC+21	Research Paper	https://doi.org/10.1016/j.spc.2021.02.017	.
Key performance indicators for sustainable remanufacturing: A literature\nreview and methodological framework	Reviews 106 Scopus papers on sustainable remanufacturing and catalogues 1021 candidate KPIs. Among the most frequently cited, 32 are economic, 16 environmental and 3 social. The social dimension is thinly covered.	CM+25	Research Paper	https://doi.org/10.1016/j.clscn.2025.100260
Indicators to Measure Efficiency in Circular Economies	Defines indicators for the economic efficiency of circular economy processes and products, and models that efficiency with Data Envelopment Analysis. The indicator set follows the European Union's requirement to cover environmental impact, economic benefit and resource scarcity. It comes from a review of official reports and highly cited papers.	SRS+20	Research Paper	https://doi.org/10.3390/su12114483	.
Ease of disassembly of products to support circular economy strategies	Proposes eDiM, the ease of Disassembly Metric, which calculates disassembly time from the Maynard Operation Sequence Technique. A calculation sheet turns a sequence of actions and basic product data into a verifiable time. That makes the result usable in policy. eDiM sorts disassembly tasks into six categories, so a manufacturer can see which tasks cost the most time. An LCD monitor serves as the case study.	VP+18	Research Paper	https://doi.org/10.1016/j.jclepro.2019.119137	.
What Do We Know About Metal Recycling Rates?	Reviews recycling rates for 60 metals and defines the metrics used to report them: end-of-life recycling rate, recycled content and old scrap ratio. The picture is poor. Only 18 metals have an end-of-life recycling rate above 50%, and only niobium, lead and ruthenium exceed 50% recycled content. Weak collection and the inherent limits of recycling processes explain much of this. Cheap primary material keeps scrap prices low.	GTE+11	Research Paper	https://doi.org/10.1111/j.1530-9290.2011.00342.x	.
Circular economy indicators for organizations considering sustainability and business models: Plastic, textile and electro-electronic cases	Develops a set of micro-level circularity indicators that tie circular economy principles to a company's business model and to the pillars of sustainability. Three Brazilian companies, each running a different circular business model, provided the test cases. Economic and social data was either missing or scattered inside those companies. That is a barrier, because many gains from circularity appear in the social dimension, such as job creation.	RE+20	Research Paper	https://doi.org/10.1016/j.jclepro.2019.119137	.
Resource duration as a managerial indicator for Circular Economy performance	Introduces the longevity indicator, which measures material retention by how long a resource stays in use. It sums the initial lifetime with the extra lifetime earned through refurbishment and through recycling. Older burden-per-value metrics cannot guide circular economy decisions, the paper argues. Precious metals in mobile phone handsets illustrate the calculation.	FE+16	Research Paper	https://doi.org/10.1016/j.jclepro.2016.05.023	Provides several metrics to assess the longevity of a product.
Developing a Reparability Indicator for Electronic Products	Develops a reparability indicator for self-repair, meaning repair by a layperson with no specialized workshop. The scope is consumer electronics. A test of an existing indicator with 25 Dutch participants found the available guidelines poorly structured. The improved version crowdsourced criteria from an edX course and condensed roughly 2000 entries into 26 repair criteria. A group of 46 TU Delft students checked those criteria for consistency.	FB+16	Research Paper	https://doi.org/10.1109/EGG.2016.7829855	Survey driven, lists out several important criterias regarding repair. One of which is "Repair manual available".
Design Aspects in Repairability Scoring Systems: Comparing Their Objectivity and Completeness	Compares six repair scoring systems for objectivity and completeness, where objectivity means each scoring level has a quantifiable, operator-independent test. Most criteria pass both checks. The health and safety criterion does not, and the assessment of reassembly and diagnosis needs expanding. The paper also questions whether eDiM's extra accuracy justifies its harder testing compared with counting disassembly steps.	DS+22	Research Paper	https://doi.org/10.3390/su14148634	.
A Repurposable Attribute Basis for Identifying Repurposing Opportunities in Decommissioned Products	Builds a repurposable attribute basis (RAB) from 69 documented repurposing examples. A common attribute is a property both the old and the new product share, such as a material property. A transformer attribute is an action that converts one into the other, such as deforming it. The basis holds 13 common and 15 transformer attributes, and supports generating repurposing ideas.	WS+24	Research Paper	https://doi.org/10.1115/1.4066127	Gives guidelines and pointers to identify repurposable components and materials in a product.
An approach to measuring circularity\nPublished 2015, adapted in 2019	The Material Circularity Indicator (MCI) scores how far a product's material flows move away from linear use. It also compares use duration and intensity against an industry average. The MCI combines virgin raw material mass, unrecoverable waste mass, and a utility factor for length and intensity of use.	MCI+25	Research Paper	https://doi.org/10.13140/RG.2.2.29213.84962	The base of many circularity KPI. Divided into product and company levels.
Incentive alignment of brand-owner and remanufacturer towards quality certification to refurbished products	Models with game theory when a brand owner and an independent remanufacturer both gain from certifying refurbished products. Certification removes the remanufacturer's quality-image disadvantage and gives the brand owner a second revenue stream. The incentives align when competition is intense and the quality-image disadvantage is large. High variance in refurbished demand narrows that window.	NB+20	Research Paper	https://doi.org/10.1016/j.jclepro.2019.118314	.
Integrated design of remanufacturable products based on product profiles	Brings remanufacturing into early product design through Remanufacturable Product Profiles (RPPs), which record what remanufactured products have in common and their typical use contexts. Statistical clustering of about 30 successfully remanufactured products produced the profiles. A tool called REPRO2 applies them to design decisions.	ZP+06	Research Paper	https://doi.org/10.1016/j.jclepro.2005.11.028	.
Product Remanufacturability Assessment Based on Design Information	Assesses remanufacturability from the design data held in CAD models, so the check happens at the design stage. The metrics cover disassembly complexity, fastener accessibility, disassemblability and recoverability, combined in one framework. An automotive alternator case study validates the model.	FHC+14	Research Paper	https://doi.org/10.1016/j.procir.2014.06.050	Defines four key technical remanufacturability metrics.
The co-opetitive strategy of a closed-loop supply chain with remanufacturing	Models the choice an original equipment manufacturer faces in a closed-loop supply chain. The OEM can remanufacture returned products itself and coordinate pricing with its new products. It can instead let third-party operators remanufacture and sell into the secondary market, which risks cannibalizing new product sales.	CJ+12	Research Paper	https://doi.org/10.1016/j.tre.2011.10.001	Remanufacturing typically costs 40–60% less than manufacturing new products.
Product Circularity Assessment Methodology	Proposes a quantitative method for assessing circularity across the life cycle of a product made by additive manufacturing. Additive manufacturing can cut energy and material use in production, and lower material use through reuse and recycling. The paper notes that industrial applications remain scarce.	ACM+17	Research Paper	http://dx.doi.org/10.1007/978-3-319-66926-7_47	We specifically refer to the focus on resource's circularity in terms of the reutilization of it.
Dataset with updated ozone depletion characterization factors for life cycle impact assessment	Supplies ozone depletion characterization factors derived from the ozone depletion potentials in the 2022 World Meteorological Organization assessment. The factors convert emissions of ozone-depleting substances into kg CFC-11-eq for life cycle assessment.	AO+24	Research Paper	https://doi.org/10.1016/j.dib.2024.111103	For ozone depletion reference
USEtox® 2.0 Documentation	Official documentation for USEtox, the UNEP and SETAC consensus model for characterizing human health and ecotoxicological impacts of chemical emissions in life cycle assessment.	USEtox2.0	Documentation	https://doi.org/10.11581/DTU:00000011
European characterization factors for human health damage of PM10 and ozone in life cycle impact assessment	Gives characterization factors for the human health effects of PM10 and ozone in Europe. Each factor expresses the change in disability adjusted life years among European inhabitants per unit change in emissions. The covered emissions are PM10, ammonia, nitrogen oxides, sulfur dioxide and non-methane volatile organic compounds.	VZ+08	Research Paper	https://doi.org/10.1016/j.atmosenv.2007.09.072
Human health damages due to ionising radiation in life cycle impact assessment	Assesses the human health damage from routine releases of radioactive material for use in life cycle assessment. Fate and exposure come from site-specific modelling of the French nuclear fuel cycle, which yields generic exposure factors. The effect analysis rests on epidemiological studies, and the paper reports damage in disability adjusted life years.	FR+00	Research Paper	https://doi.org/10.1016/S0195-9255(99)00042-6
COMMISSION RECOMMENDATION (EU) 2021/2279	Commission Recommendation that promotes the Environmental Footprint methods for measuring and communicating the life cycle environmental performance of products and organisations.	EUPEF+21	Non-legislative Act	https://eur-lex.europa.eu/eli/reco/2021/2279	As reference for the 16 impact factors of PEF, more specifically the Annex I
The WULCA consensus characterization model for water scarcity footprints: assessing impacts of water consumption based on available water remaining (AWARE)	Presents a water scarcity midpoint method agreed over a two-year consensus process by the WULCA working group of the UNEP-SETAC Life Cycle Initiative. The method supports water scarcity footprint assessment in LCA.	BA+17	Research Paper	https://doi.org/10.1007/s11367-017-1333-8
Abiotic resource depletion in LCA	Abiotic depletion potential measures the use of non-renewable resources for energy production, and an LCA assesses it as one of its factors. This study limits the definition to non-renewable resources and excludes renewable abiotic resources such as wind and flowing water.	OL+02	Technical Documentation	https://web.universiteitleiden.nl/cml/ssp/projects/lca2/report_abiotic_depletion_web.pdf	A part of the LCA handbook, specifically for calculating the Abiotic Depletion Potential (ADP)
Acidification terrestrial and freshwater	Accumulated Exceedance (AE) characterizes the change in critical load exceedance for sensitive terrestrial and freshwater ecosystems where acidifying substances deposit.	ILCD2011	Dataset	https://eplca.jrc.ec.europa.eu/SDPDB/showLCIAMethod.xhtml?uuid=f6cbd466-253f-4145-a4bb-8dae7d266e89&stock=default
ReCiPE 2008: A life cycle impact assessment method which comprises harmonised category indicators at the midpoint and the endpoint level	Describes a life cycle impact assessment method that uses one set of modelling choices but reports at both midpoint and endpoint level. The first phase compared the two main approaches to impact assessment. It focused on how impact categories and category indicators get chosen, and how characterization models convert inventory results into indicator results.	ReCiPe2008	Research Paper	https://www.researchgate.net/publication/302559709_ReCiPE_2008_A_life_cycle_impact_assessment_method_which_comprises_harmonised_category_indicators_at_the_midpoint_and_the_endpoint_level
LCIA Method Data set: Eutrophication potential - freshwater 	Exposure factors for water-borne emissions come from the CARMEN model, and those for air-borne emissions from EUTREND. The model covers impacts on freshwater systems only.	EUEP-FW	Dataset	https://data.environdec.com/datasetdetail/lciamethod.xhtml?lang=en&uuid=b53ec18f-7377-4ad3-86eb-cc3f4f276b2b&version=01.00.011
Assessing water circularity in cities: Methodological framework with a\ncase study	Gives a quantitative tool for measuring water circularity inside engineered urban water infrastructure, and applies it to macro-level water planning and policy.	AM+22	Research Paper	https://doi.org/10.1016/j.resconrec.2021.106042	The diagram gives an overview of the metrics we included here.
ESRS E1 Climate change	European Sustainability Reporting Standard on climate change (Commission Delegated Regulation (EU) 2023/2772). Includes Disclosure Requirement E1-6 — Gross Scopes 1, 2, 3 and Total GHG emissions.	ESRS E1	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ISO 14067:2018 Greenhouse gases — Carbon footprint of products	Specifies principles, requirements and guidelines for quantifying the carbon footprint of a product (CFP), based on life cycle assessment.	ISO 14067	Industry Standard	https://www.iso.org/standard/71206.html
ISO 14044	Environmental management — Life cycle assessment — Requirements and guidelines	ISO 14044	Industry Standard	https://www.iso.org/standard/38498.html
ISO 14046	Environmental management — Water footprint — Principles, requirements and guidelines	ISO 14046	Industry Standard	https://www.iso.org/standard/43263.html
ISO 59020	Circular economy — Measuring and assessing circularity performance	ISO 59020	Industry Standard	https://www.iso.org/standard/80650.html
PSILCA	Product Social Impact Life Cycle Assessment database	PSILCA	Database	https://psilca.net/
ESRS S1	European Sustainability Reporting Standard S1 — Own workforce	ESRS S1	Reporting Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
Cradle to Cradle Certified Product Standard	“Preparing for Active Cycling” — designing and enabling the product to be recovered and cycled (recycled or composted) at end of use. Section 5.2, Product Circularity category, Cradle to Cradle Certified Product Standard v4.1.	C2C 5.2	Industry Standard	https://c2ccertified.org/the-standard
Cradle to Cradle Certified Product Standard	“Increasing Demand: Incorporating Cycled and/or Renewable Content” — the share of cycled (recycled) and/or renewable content in the product. Section 5.3, Product Circularity category, Cradle to Cradle Certified Product Standard v4.1.	C2C 5.3	Industry Standard	https://c2ccertified.org/the-standard
ESRS E1 Climate change	Targets related to climate change mitigation and adaptation. Disclosure Requirement E1-4 of ESRS E1 Climate change (Commission Delegated Regulation (EU) 2023/2772).	ESRS E1-4	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS E1 Climate change	Energy consumption and mix. Disclosure Requirement E1-5 of ESRS E1 Climate change (Commission Delegated Regulation (EU) 2023/2772).	ESRS E1-5	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS E1 Climate change	Gross Scopes 1, 2, 3 and total GHG emissions. Disclosure Requirement E1-6 of ESRS E1 Climate change (Commission Delegated Regulation (EU) 2023/2772).	ESRS E1-6	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS E3 Water and marine resources	European Sustainability Reporting Standard on water and marine resources, including water consumption, withdrawals and discharges (Commission Delegated Regulation (EU) 2023/2772).	ESRS E3-4	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS E5 Resource use and circular economy	Actions and resources related to resource use and the circular economy. Disclosure Requirement E5-2 of ESRS E5 Resource use and circular economy (Commission Delegated Regulation (EU) 2023/2772).	ESRS E5-2	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS E5 Resource use and circular economy	Resource inflows — the materials used by the undertaking and their circularity. Disclosure Requirement E5-4 of ESRS E5 Resource use and circular economy (Commission Delegated Regulation (EU) 2023/2772).	ESRS E5-4	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS E5 Resource use and circular economy	Resource outflows — the products, materials and waste leaving the undertaking. Disclosure Requirement E5-5 of ESRS E5 Resource use and circular economy (Commission Delegated Regulation (EU) 2023/2772).	ESRS E5-5	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS S1 Own workforce	Policies related to the undertaking's own workforce. Disclosure Requirement S1-1 of ESRS S1 Own workforce (Commission Delegated Regulation (EU) 2023/2772).	ESRS S1-1	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS S1 Own workforce	Health and safety metrics for the undertaking's own workforce. Disclosure Requirement S1-14 of ESRS S1 Own workforce (Commission Delegated Regulation (EU) 2023/2772).	ESRS S1-14	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
ESRS S1 Own workforce	Characteristics of the undertaking's employees. Disclosure Requirement S1-6 of ESRS S1 Own workforce (Commission Delegated Regulation (EU) 2023/2772).	ESRS S1-6	Industry Standard	https://eur-lex.europa.eu/eli/reg_del/2023/2772/oj
GRI 101: Biodiversity 2024	GRI 101 sets out reporting requirements on biodiversity, including impacts on ecosystems, species and habitats across operations and the supply chain.	GRI 101	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 2: General Disclosures 2021	GRI 2 contains disclosures about an organization's reporting practices, activities, workers, governance, strategy and policies.	GRI 2-7	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 201: Economic Performance 2016	GRI 201 covers economic performance, including the direct economic value generated and distributed by an organization.	GRI 201-1	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 301: Materials 2016	GRI 301 covers materials used by weight or volume, recycled input materials, and reclaimed products and their packaging.	GRI 301-3	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 302: Energy 2016	Energy consumption outside of the organization — upstream and downstream energy use across the value chain. Disclosure 302-2 of GRI 302: Energy 2016.	GRI 302-2	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 302: Energy 2016	Energy intensity — energy consumption relative to an organization-specific denominator (e.g. per unit of output). Disclosure 302-3 of GRI 302: Energy 2016.	GRI 302-3	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 302: Energy 2016	Reduction of energy consumption achieved as a direct result of conservation and efficiency initiatives. Disclosure 302-4 of GRI 302: Energy 2016.	GRI 302-4	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 302: Energy 2016	Reductions in the energy requirements of products and services. Disclosure 302-5 of GRI 302: Energy 2016.	GRI 302-5	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 303: Water and Effluents 2018	Topic standard on water withdrawal, discharge and consumption, and the management of water-related impacts. GRI 303: Water and Effluents 2018.	GRI 303	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 303: Water and Effluents 2018	Management of water discharge-related impacts, including the minimum standards set for effluent quality. Disclosure 303-2 of GRI 303: Water and Effluents 2018.	GRI 303-2	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 303: Water and Effluents 2018	Water discharge — total volume of water discharged by destination, with quality and treatment. Disclosure 303-4 of GRI 303: Water and Effluents 2018.	GRI 303-4	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 303: Water and Effluents 2018	Water consumption — total water consumed, including consumption in water-stressed areas. Disclosure 303-5 of GRI 303: Water and Effluents 2018.	GRI 303-5	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 306: Waste 2020	Waste generated — total weight of waste generated, broken down by composition. Disclosure 306-3 of GRI 306: Waste 2020.	GRI 306-3	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 306: Waste 2020	Waste diverted from disposal — waste recovered through preparation for reuse, recycling and other recovery operations. Disclosure 306-4 of GRI 306: Waste 2020.	GRI 306-4	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 308: Supplier Environmental Assessment 2016	GRI 308 covers the screening and assessment of suppliers using environmental criteria.	GRI 308-1	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 401: Employment 2016	GRI 401 covers employment, including new employee hires, employee turnover, and benefits provided to employees.	GRI 401-1	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 403: Occupational Health and Safety 2018	Topic standard on occupational health and safety: management systems, hazard identification and risk management, worker participation, and work-related injuries and ill health. GRI 403: Occupational Health and Safety 2018.	GRI 403	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 403: Occupational Health and Safety 2018	Work-related ill health — fatalities and recordable cases of work-related ill health, and the main types. Disclosure 403-10 of GRI 403: Occupational Health and Safety 2018.	GRI 403-10	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 403: Occupational Health and Safety 2018	Work-related injuries — rates and numbers of fatalities, high-consequence injuries and recordable work-related injuries. Disclosure 403-9 of GRI 403: Occupational Health and Safety 2018.	GRI 403-9	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 416: Customer Health and Safety 2016	Topic standard on the health and safety impacts of products and services on customers. GRI 416: Customer Health and Safety 2016.	GRI 416	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
GRI 416: Customer Health and Safety 2016	Incidents of non-compliance concerning the health and safety impacts of products and services. Disclosure 416-2 of GRI 416: Customer Health and Safety 2016.	GRI 416-2	Industry Standard	https://www.globalreporting.org/how-to-use-the-gri-standards/gri-standards-english-language/
ISO 14021	Environmental labels and declarations — Self-declared environmental claims (Type II environmental labelling).	ISO 14021	Industry Standard	https://www.iso.org/standard/66652.html
Time-based disassembly method: how to assess the best disassembly sequence and time of target components in complex products	Proposes a time-based method to determine the optimal disassembly sequence and to estimate the disassembly time of target components in complex products.	MM+17	Research Paper	https://doi.org/10.1007/s00170-017-1201-5
EN 15804+A2 Module D	Core rules for construction-product Environmental Product Declarations; Module D reports benefits and loads beyond the system boundary (reuse, recovery and recycling potential).	Module D - EN15804+A2	Industry Standard	https://www.din.de/en/getting-involved/standards-committees/nabau/publications/wdc-beuth:din21:344735627
SASB Containers & Packaging	Number of recalls issued and total units recalled. SASB RT-CP-250a.1 (Containers & Packaging — Product Safety).	SASB RT-250a.1	Industry Standard	https://navigator.sasb.ifrs.org/sector/RT/industry/RT-CP
SASB Containers & Packaging	Air emissions of NOx (excluding N₂O), SOx, volatile organic compounds (VOCs) and particulate matter (PM). SASB RT-CP-120a.1 (Containers & Packaging — Air Quality).	SASB RT-CP-120a.1	Industry Standard	https://navigator.sasb.ifrs.org/sector/RT/industry/RT-CP
SASB Containers & Packaging	Total energy consumed, percentage grid electricity, percentage renewable, and total self-generated energy. SASB RT-CP-130a.1 (Containers & Packaging — Energy Management).	SASB RT-CP-130a.1	Industry Standard	https://navigator.sasb.ifrs.org/sector/RT/industry/RT-CP
SASB Containers & Packaging	Total water withdrawn and total water consumed, with the percentage of each in regions with High or Extremely High Baseline Water Stress. SASB RT-CP-140a.1 (Containers & Packaging — Water Management).	SASB RT-CP-140a.1	Industry Standard	https://navigator.sasb.ifrs.org/sector/RT/industry/RT-CP
SASB Containers & Packaging	Revenue from products that are reusable, recyclable, or compostable. SASB RT-CP-410a.2 (Containers & Packaging — Product Lifecycle Management).	SASB RT-CP-410a.2	Industry Standard	https://navigator.sasb.ifrs.org/sector/RT/industry/RT-CP
SASB Electrical & Electronic Equipment	Total energy consumed, percentage grid electricity, and percentage renewable. SASB RT-EE-130a.1 (Electrical & Electronic Equipment — Energy Management).	SASB RT-EE-130a.1	Industry Standard	https://navigator.sasb.ifrs.org/sector/RT/industry/RT-EE
SASB Industrial Machinery & Goods	Revenue from remanufactured products and remanufacturing services, including discussion of efforts to obtain end-of-life products and parts for remanufacture. SASB RT-IG-440b.1 (Industrial Machinery & Goods — Remanufacturing Design & Services).	SASB RT-IG-440b.1	Industry Standard	https://navigator.sasb.ifrs.org/sector/RT/industry/RT-IG
