#	Indicator Name	Description	Objective / Goal	Underlying Metrics	Parent Metrics	Potential Reference Values	Unit	Formula	Reference	Level	Data?	Data Source	Product Life Cycle Stages	Calculation Strategy	Example Value	Weight	Comment
EN7-2	Human toxicity: non-cancer	Measures the adverse health effects on human beings caused by the intake of toxic substances that are related to non-cancer effects.	None	None	=HYPERLINK("#'Environmental Impact'!A57:Q57","EN7")	None	CTUh	Characterised result (CTUh, USEtox) ÷ EF normalisation factor (Target Max); Min = 0.	USEtox2.0\nEUPEF+21	5	x	LCA	S,M,D,U	NORMALIZED_RATIO_STRATEGY		0.3333	Product-level adaptation of org-level EF/PEF impact category (EUPEF+21).
EN7-3	Ecotoxicity: freshwater	Measures the toxic impacts of chemical releases on a freshwater ecosystem. It measures how toxic substances damage individual species and subsequently change the structure and function of the entire ecosystem.	None	None	=HYPERLINK("#'Environmental Impact'!A57:Q57","EN7")	None	CTUe	Characterised result (CTUe, USEtox) ÷ EF normalisation factor (Target Max); Min = 0.	USEtox2.0\nEUPEF+21	5	x	LCA	S,M	NORMALIZED_RATIO_STRATEGY		0.3334	Product-level adaptation of org-level EF/PEF impact category (EUPEF+21).
EN8-1	Water Use Scarcity	Total deprivation of freshwater resources. Assesses the product's water resource consumption. (weighted deprivation water consumption)	None	None	=HYPERLINK("#'Environmental Impact'!A61:Q61","EN8")	None	m3	Characterised result (m³ deprived, AWARE) ÷ EF normalisation factor (Target Max); Min = 0.	BA+17\nEUPEF+21	5	x	LCA	S,M	NORMALIZED_RATIO_STRATEGY		0.3333	Product-level adaptation of org-level EF/PEF impact category (EUPEF+21).
EN8-2	Resource Use: Minerals & Metals	Total abiotic resource depletion (ADP ultimate reserves)	None	None	=HYPERLINK("#'Environmental Impact'!A61:Q61","EN8")	None	kg Sb eq.	Characterised result (kg Sb eq, CML2002) ÷ EF normalisation factor (Target Max); Min = 0.	OL+02\nEUPEF+21	5	x	LCA	S,M	NORMALIZED_RATIO_STRATEGY		0.3333	Product-level adaptation of org-level EF/PEF impact category (EUPEF+21).
EN8-3	Resource Use: Fossil	Total abiotic resource depletion - fossil fuels (ADP fossil)	None	None	=HYPERLINK("#'Environmental Impact'!A61:Q61","EN8")	None	MJ	Characterised result (MJ, CML2002) ÷ EF normalisation factor (Target Max); Min = 0.	OL+02\nEUPEF+21	5	x	LCA	S,M	NORMALIZED_RATIO_STRATEGY		0.3334	Product-level adaptation of org-level EF/PEF impact category (EUPEF+21).
EC1-1	Development Costs	Expenses related to designing a circular product, which may include sustainable materials and eco-design principles.	None	None	=HYPERLINK("#'Economic Viability'!A5:Q5","EC11")	None	€	None		5	x		P	RAW_VALUE_STRATEGY
EC1-2	Marketing Costs	Costs for promotional activities and campaigns to launch and promote the product.	None	None	=HYPERLINK("#'Economic Viability'!A5:Q5","EC11")	None	€	None		5	x		P	RAW_VALUE_STRATEGY
EC1-3	Operating Costs	Ongoing expenses related to manufacturing, distribution, and support.	None	None	=HYPERLINK("#'Economic Viability'!A5:Q5","EC11")	None	€	None	GRI 201-1	5	x		S,M,D,U,E	RAW_VALUE_STRATEGY
EC1-4	Revenue	Total sales revenue generated from the product also including all circular efforts such as revenue from refurbished products.	None	None	=HYPERLINK("#'Economic Viability'!A4:Q4","EC2\nEC12")	None	€	None	GRI 201-1	5	x		All	RAW_VALUE_STRATEGY
EC1-6	Labor Costs	Costs related to the labor directly involved in the production of the product.	None	None	=HYPERLINK("#'Economic Viability'!A13:Q13","EC121")	None	€	None		5	x		S,M,D	RAW_VALUE_STRATEGY
EC1-7	Overhead Costs	Indirect costs related to the production e.g. rent, utilities, deprecation, tools, etc.	None	None	=HYPERLINK("#'Economic Viability'!A13:Q13","EC121")	None	€	None		5	x		P	RAW_VALUE_STRATEGY
EC1-8	Packaging Costs	Costs related to the production of packaging needed for the product.	None	None	=HYPERLINK("#'Economic Viability'!A13:Q13","EC121")	None	€	None		5	x		M	RAW_VALUE_STRATEGY
EC1-9	Logistic Costs	Costs related to the logistics of materials, products, etc. throughout the product's lifecycle.	None	None	=HYPERLINK("#'Economic Viability'!A13:Q13","EC121")	None	€	None		5	x		D	RAW_VALUE_STRATEGY
EC3-1	Total Market Revenue	Total sales revenue generated from competitors or similar products in the market.	None	None	=HYPERLINK("#'Economic Viability'!A19:Q19","EC3")	None	€	None		5	x		All	RAW_VALUE_STRATEGY
EC4-1	Repair Profits	Profits generated with a product repair service, guaranteeing product repair for its lifespan /  defined time span.	None	None	=HYPERLINK("#'Economic Viability'!A22:Q22","EC41")	None	€	None	SASB RT-CP-410a.2\nFAC+21	5	x		U	RAW_VALUE_STRATEGY
EC4-2	R4 Material Costs	Costs associated with materials necessary for repair.	None	None	=HYPERLINK("#'Economic Viability'!A24:Q24","EC411")	None	€	None		5	x		U	RAW_VALUE_STRATEGY
EC4-3	R4 Diagnostic Costs	Costs associated with problem diagnosis before performing any repair.	None	None	=HYPERLINK("#'Economic Viability'!A24:Q24","EC411")	None	€	None		5	x		U	RAW_VALUE_STRATEGY
EC4-4	R4 QA / Testing Costs	Costs associated to ensure that the product functions correctly according to standards.	None	None	=HYPERLINK("#'Economic Viability'!A24:Q24","EC411")	None	€	None		5	x		U	RAW_VALUE_STRATEGY
EC4-5	R4 Logistics Costs	Transportation costs for moving items necessary for repair	None	None	=HYPERLINK("#'Economic Viability'!A24:Q24","EC411")	None	€	None		5	x		U	RAW_VALUE_STRATEGY
EC4-6	Refurbishment Profits	Profits generated from selling refurbished products.	None	None	=HYPERLINK("#'Economic Viability'!A29:Q29","EC42")	None	€	None	SASB RT-CP-410a.2\nFAC+21	5	x		E	RAW_VALUE_STRATEGY
EC4-7	R5 Material Costs	Costs associated with materials necessary for refurbishment.	None	None	=HYPERLINK("#'Economic Viability'!A31:Q31","EC421")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-8	R5 Diagnostic Costs	Costs associated with problem diagnosis before performing any refurbishment process.	None	None	=HYPERLINK("#'Economic Viability'!A31:Q31","EC421")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-9	R5 QA / Testing Costs	Costs associated to ensure that the product functions correctly according to standards.	None	None	=HYPERLINK("#'Economic Viability'!A31:Q31","EC421")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-10	R5 Logistics Costs	Transportation costs for moving items necessary for refurbishment.	None	None	=HYPERLINK("#'Economic Viability'!A31:Q31","EC421")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-11	R5 Update Costs	Costs associated with updates to the refurbished product.	None	None	=HYPERLINK("#'Economic Viability'!A31:Q31","EC421")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-12	Repurpose Profit	Profits generated by selling (modified) product for an originally unintended use case.	None	None	=HYPERLINK("#'Economic Viability'!A37:Q37","EC43")	None	€	None	SASB RT-CP-410a.2\nFAC+21	5	x		E	RAW_VALUE_STRATEGY
EC4-13	R7 Modification Costs	Costs for modifying existing products for a new use.	None	None	=HYPERLINK("#'Economic Viability'!A39:Q39","EC431")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-14	R7 Logistics Costs	Costs related to transporting or storing repurposed items.	None	None	=HYPERLINK("#'Economic Viability'!A39:Q39","EC431")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-15	Recycling Savings	Savings in material costs made possible by the reuse of recycled materials.	None	None	=HYPERLINK("#'Economic Viability'!A42:Q42","EC44")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-16	R8 Processing Costs	Costs related to sorting, cleaning, and processing recyclable materials.	None	None	=HYPERLINK("#'Economic Viability'!A44:Q44","EC441")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-17	R8 Quality Control Costs	Costs of quality control to ensure recycled materials meet the required quality standards.	None	None	=HYPERLINK("#'Economic Viability'!A44:Q44","EC441")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-18	R8 Logistics Costs	Costs of transporting materials to recycling facilities.	None	None	=HYPERLINK("#'Economic Viability'!A44:Q44","EC441")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-19	Recovery Savings	Savings in energy costs made possible by the recovery from production waste.	None	None	=HYPERLINK("#'Economic Viability'!A48:Q48","EC45")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-20	R9 Energy Extraction Costs	Expenses for extracting useful energy from waste.	None	None	=HYPERLINK("#'Economic Viability'!A50:Q50","EC451")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-21	R9 Material Extraction Costs	Expenses for extracting useful materials from waste.	None	None	=HYPERLINK("#'Economic Viability'!A50:Q50","EC451")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-22	R9 Infrastructure Costs	Investment in facilities or technology for recovery processes.	None	None	=HYPERLINK("#'Economic Viability'!A50:Q50","EC451")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-23	R9 Maintenance Costs	Ongoing costs to maintain recovery operations	None	None	=HYPERLINK("#'Economic Viability'!A50:Q50","EC451")	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-24	Remanufacturing Profit	Profits generated from selling remanufactured products.	None	None	=HYPERLINK("#'Economic Viability'!A55:Q55","EC46")	None	€	None	SASB RT-CP-410a.2\nFAC+21	5	x		E	RAW_VALUE_STRATEGY
EC4-25	R6 Material Costs	Costs associated with materials necessary for remanufacturing.	None	None	EC461	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-26	R6 Diagnostic Costs	Costs associated with problem diagnosis before performing any disassembly process.	None	None	EC461	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-27	R6 Repair Costs	Costs associated with the repair of components from EoL units.	None	None	EC461	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-28	R6 QA / Testing Costs	Costs associated to ensure that the product functions correctly according to standards for new-quality unit.	None	None	EC461	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-29	R6 Logistics Costs	Transportation costs for moving items necessary for remanufacturing.	None	None	EC461	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-30	R6 Dis-/Assembly Costs	Costs associated with the disassembly of components from EoL units and the assembly of remanufactured components into a unit.	None	None	EC461	None	€	None		5	x		E	RAW_VALUE_STRATEGY
EC4-31	Virgin Material Costs	Costs associated with the usage of virgin material for producing the product. It could be the total cost of components made with virgin materials or the raw cost of virgin materials used for producing a functional unit.	None	None	=HYPERLINK("#'Economic Viability'!A64:Q64","EC47")	None	€	None		5	x		All	RAW_VALUE_STRATEGY
EC4-32	Non-Virgin Material Costs	Costs associated with the usage of non-virgin or secondary material for producing the product. It could be the total cost of components made with non-virgin materials or the raw cost of non-virgin materials used for producing a functional unit.	None	None	=HYPERLINK("#'Economic Viability'!A64:Q64","EC47")	None	€	None		5	x		All	RAW_VALUE_STRATEGY
EC5-1	Cost of CO2	The monetary cost applied to greenhouse gas emissions, based on CO2 pricing by the nEHS.	None	None	=HYPERLINK("#'Economic Viability'!A67:Q67","EC5")	None	€ / kgCO2eq	None		5	x	nEHS	All	RAW_VALUE_STRATEGY
C1-1	Number of Units Sold	Total number of units sold to customers.	None	None	=HYPERLINK("#'Circular Efforts'!A4:Q4","C11\nC12")	None	#	None		5	x		D	RAW_VALUE_STRATEGY	5000
C1-2	Amount of Reclaimed Units	Total number of units reclaimed from their EoL.	None	None	=HYPERLINK("#'Circular Efforts'!A5:Q5","C12")	None	#	None	GRI 301-3	5	x		E	RAW_VALUE_STRATEGY	1200
C1-3	Reclaimed Packaging Materials Weight	Total amount of packaging of unit reclaimed after the purchase.	None	None	=HYPERLINK("#'Circular Efforts'!A4:Q4","C11")	None	kg	None	GRI 301-3	5	x		E	RAW_VALUE_STRATEGY	200
C1-4	Total Sold Packaging Weight	Total weight of packaging materials sold to customer.	None	None	=HYPERLINK("#'Circular Efforts'!A4:Q4","C11")	None	kg	None		5	x		P,D	RAW_VALUE_STRATEGY	300
C1-5	Reclaimed Units Weight	Total weight of units reclaimed from their EoL.	None	None	=HYPERLINK("#'Circular Efforts'!A6:Q6","C13")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY	3600
C1-6	Valuable components weight	Total weight of valuable components recovered from the overall reclaimed units. The rest of the non-valuable components will be used for scrap.	None	None	=HYPERLINK("#'Circular Efforts'!A6:Q6","C13")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY	2800
C2-1	Number of Units assigned for Refurbishment	Number of units put into the refurbishment process.	None	None	=HYPERLINK("#'Circular Efforts'!A15:Q15","C211")	None	#	None		5	x		E	RAW_VALUE_STRATEGY	800
C2-2	Number of Successful Refurbished Units	Number of units passing the refurbishment quality check.	None	None	=HYPERLINK("#'Circular Efforts'!A15:Q15","C211")	None	#	None		5	x		E	RAW_VALUE_STRATEGY	700
C2-3	Test Result of Refurbished Units	The result of refurbished units after undergoing performance and quality testing.	None	None	=HYPERLINK("#'Circular Efforts'!A16:Q16","C212")	None	-	None		5	x		E	RAW_VALUE_STRATEGY	60
C2-4	Test Result of New Units	The result of new units after undergoing performance and quality testing.	None	None	=HYPERLINK("#'Circular Efforts'!A16:Q16","C212")	None	-	None		5	x		M	RAW_VALUE_STRATEGY	80
C2-5	Refurbishment Process Time	Time taken to finish the refurbishment of a unit.	None	None	=HYPERLINK("#'Circular Efforts'!A17:Q17","C213")	None	d	None		5	x		E	RAW_VALUE_STRATEGY	3
C2-6	Total Units assigned for Repair	Number of units put into the repairment process.	None	None	=HYPERLINK("#'Circular Efforts'!A24:Q24","C221")	None	#	None		5	x		U	RAW_VALUE_STRATEGY	500
C2-7	Total Successful Repaired Units	Number of units passing the repair quality check.	None	None	=HYPERLINK("#'Circular Efforts'!A24:Q24","C221")	None	#	None		5	x		U	RAW_VALUE_STRATEGY	450
C2-8	Lifespan of Repaired Units	The duration for which a product remains functional and usable after it has been repaired.	None	None	=HYPERLINK("#'Circular Efforts'!A25:Q25","C222")	None	years	None	RE+20\nFE+16	5	x		E	RAW_VALUE_STRATEGY	5
C2-9	Original Lifespan of Units	The estimated or documented time period for which a product remains functional after purchase.	None	None	=HYPERLINK("#'Circular Efforts'!A25:Q25","C222")	None	years	None	RE+20\nFE+16	5	x		P	RAW_VALUE_STRATEGY	10
C2-10	Repair Process Time	Time taken to finish the repairment of a unit.	None	None	=HYPERLINK("#'Circular Efforts'!A26:Q26","C223")	None	d	None		5	x		U	RAW_VALUE_STRATEGY	2
C2-11	Total components inflow	The total components (both new and secondary) included in the remanufactured product.	None	None	=HYPERLINK("#'Circular Efforts'!A33:Q33","C231")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY	5000		Could be components instead, but now in kg for calculation simplicity.
C2-12	Total secondary components inflow	The total components set for quality restoration to the new product standard.	None	None	=HYPERLINK("#'Circular Efforts'!A34:Q34","C232")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY	4000
C2-13	Total components remanufactured	The total components actually integrated into a remanufactured unit.	None	None	=HYPERLINK("#'Circular Efforts'!A33:Q33","C231\nC232")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY	3000
C3-1	Total Product Weight	Total weight of a product unit.	None	None	=HYPERLINK("#'Circular Efforts'!A39:Q39","C31\nC32\nC33")	None	kg	None		5	x		P	RAW_VALUE_STRATEGY	5
C3-2	Recyclable Material Weight	Total weight of the recyclable material in the product. Adhering to ISO 14021 specifications.	None	None	=HYPERLINK("#'Circular Efforts'!A39:Q39","C31")	None	kg	None	ISO 14021\nRE+20	5	x		P	RAW_VALUE_STRATEGY	2
C3-3	Remanufacturable Component Weight	Total weight of remanufacturable components in the product's design.	None	None	=HYPERLINK("#'Circular Efforts'!A40:Q40","C32")	None	kg	None	RE+20	5	x		P	RAW_VALUE_STRATEGY	3
C3-4	Repurposable Component Weight	Total weight of repurposable components in the product's design.	None	None	=HYPERLINK("#'Circular Efforts'!A41:Q41","C33")	None	kg	None	WS+24	5	x		P	RAW_VALUE_STRATEGY	1
C3-5	Instructions Availability	A normalized (0–1) score for how well disassembly/repair instructions are provided — covering the availability, completeness and clarity of the product manual, exploded views and troubleshooting guidance. Self-normalized against the company's Target Min/Max band; higher means clearer, more complete instructions.	None	None	=HYPERLINK("#'Circular Efforts'!A42:Q42","C34")	User Feedback	%	(Instructions score - Min) / (Max - Min)	DS+22\nRM+23	5	x		P	NORMALIZED_RATIO_STRATEGY	0.7	0.5	Self-normalizes against company Target Min/Max (0-1 score); for C3-6 lower time is better — set Max=worst-acceptable time. Re-tagged from RAW_VALUE 2026-06 (T3.5).
C3-6	Disassembly Time	A normalized (0–1) score derived from the time required to fully disassemble the product (raw input in minutes). Self-normalized against the company's Target Min/Max band, where less disassembly time is better — so the Max is set to the worst-acceptable disassembly time. Higher score means faster, easier disassembly.	None	None	=HYPERLINK("#'Circular Efforts'!A42:Q42","C34")	Target Value: min, max	%	(Time - Min) / (Max - Min)	MM+17\nVP+18	5	x		P,E	NORMALIZED_RATIO_STRATEGY	0.7	0.5	Self-normalizes against company Target Min/Max (0-1 score); for C3-6 lower time is better — set Max=worst-acceptable time. Re-tagged from RAW_VALUE 2026-06 (T3.5).
C4-1	Virgin Material Inflow	Total amount of raw materials going in to the process. It includes all materials NOT processed from secondary materials.	None	None	=HYPERLINK("#'Circular Efforts'!A49:Q49","C4")	None	kg	None	MCI+25\nCS+16	5	x		M	RAW_VALUE_STRATEGY			Implicitly contains how much recycled materials are used for the product.
C4-2	Wasted Material Outflow	Total amount of wasted materials going out of the process. "Wasted" means not further processed for other uses.	None	None	=HYPERLINK("#'Circular Efforts'!A49:Q49","C4")	None	kg	None	MCI+25	5	x		M	RAW_VALUE_STRATEGY
C4-3	Total Mass Flow	Total amount of mass involved in the process either going in OR going out of the system in a closed loop system.	None	None	=HYPERLINK("#'Circular Efforts'!A49:Q49","C4")	None	kg	None	MCI+25	5	x		M	RAW_VALUE_STRATEGY			Holds product mass M; C4 applies the ×2 (total mass flow 2M) per MCI Eq. 2.10.
C5-1	Refurbished product weight	The total product weight sent to the refurbishing pipeline.	None	None	=HYPERLINK("#'Circular Efforts'!A53:Q53","C5")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY
C5-2	Remanufactured component weight	The total component weight sent to the remanufacturing pipeline.	None	None	=HYPERLINK("#'Circular Efforts'!A53:Q53","C5")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY
C5-3	Repurposed component weight	The total component weight sent for repurposing as another product.	None	None	=HYPERLINK("#'Circular Efforts'!A53:Q53","C5")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY
C5-4	Recycled component weight	The total component weight recycled into secondary materials. Does not consider the quality difference after recycling.	None	None	=HYPERLINK("#'Circular Efforts'!A53:Q53","C5")	None	kg	None		5	x		E	RAW_VALUE_STRATEGY
R1-1	Total byproduct of outflow	The total amount of mass of material and waste produced throughout the production process.	None	None	=HYPERLINK("#'Resource Efficiency'!A5:Q5","R111\nR112")	None	kg	None	ESRS E5-5	5	x		M	RAW_VALUE_STRATEGY
R1-2	Recirculated byproduct derived from outflow	The total amount of mass of material and waste reused or reutilized in the same process cycle.	None	None	=HYPERLINK("#'Resource Efficiency'!A5:Q5","R111")	None	kg	None	GRI 306-4\nESRS E5-5	5	x		M	RAW_VALUE_STRATEGY
